sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
ORTA KARADENİZ KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Orta Karadeniz Kalkınma Ajansı,"Belediyeler, Devlet Daireleri",+90 362 431 24 00,Yok,41.240949,36.433884
ORTA KARADENİZ TEMİZ HAVA MERKEZİ MÜDÜRLÜĞÜ,Kamu,Kamu,Çevre ve Şehircilik Bakanlığı Orta Karadeniz Temiz Hava Merkezi Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 362 465 54 34,Yok,41.307143,36.27887
ORTACA BELEDİYE BAŞKANLIĞI,İdari,Kamu,Ortaca Belediyesi,"Belediyeler, Devlet Daireleri",+90 850 480 48 00,Yok,36.838836,28.76629
ORTACA KAYMAKAMLIĞI,Kamu,Kamu,Ortaca Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 252 282 29 70,Yok,36.83273,28.774989
ORTAHİSAR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Ortahisar Belediyesi,"Belediyeler, Devlet Daireleri",+90 462 233 61 00,Yok,41.006697,39.719135
ORTAHİSAR KAYMAKAMLIĞI,İdari,Kamu,Ortahisar Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 462 600 12 12,Yok,41.005648,39.726917
ORTAKÖY KAYMAKAMLIĞI,İdari,Kamu,Ortaköy Belediyesi,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 364 491 40 02,Yok,40.273158,35.251695
ORUBA MEDİKAL TEKNOLOJİ ARGE İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,Tıbbi Cihazlar,Özel,,,,,0.0,
OSEL OTOMASYON YAZILIM DANIŞMANLIK TİC. LTD. ŞTİ.,Bilişim ve İletişim,Özel,,,,,0.0,
OSMAN ARICANLI SİGORTA ARACILIK HİZMETLERİ LTD. ŞTİ.,Finansal Hizmetler,Özel,Sompo Sigorta Osman Arıcanlı Sigorta Ara. Hizm,Sigorta şirketleri,+90 505 446 44 06,Yok,40.995928,29.110896
OSMANCIK BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Osmancık Belediyesi,"Belediyeler, Devlet Daireleri",+90 364 611 43 23,http://osmancik.bel.tr/,40.971786,34.798925
OSMANELİ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Osmaneli Belediyesi,"Belediyeler, Devlet Daireleri",+90 228 461 41 31,Yok,40.35791,30.015103
OSMANGAZİ İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Bursa Osmangazi İlçe Sağlık Müdürlüğü,"Devlet kurumları ve bakanlıklar, Sağlık Denetim Hizmetleri",+90 224 223 98 38,Yok,40.202726,29.013392
OSMANİYE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
OSMANİYE AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,Aile ve Sosyal Politikalar İl Müdürlüğü,"Devlet kurumları ve bakanlıklar, Devlet denetim organları",+90 328 825 01 61,http://aile.gov.tr/,37.057978,36.217143
OSMANİYE BAHÇE FİZİK TEDAVİ VE REHABİLİTASYON HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
"OSMANİYE ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Çevre ve Şehircilik,Kamu,Osmaniye Çevre ve Şehircilik İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 328 826 15 10,https://osmaniye.csb.gov.tr/,37.051854,36.17677
OSMANİYE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
OSMANİYE DÜZİÇİ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Osmaniye Düziçi Devlet Hastanesi,Hastaneler,+90 328 876 16 38,https://duzicidh.saglik.gov.tr/,37.244145,36.461013
OSMANİYE İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,İl Afet ve Acil Durum Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 328 826 20 01,http://osmaniye.afad.gov.tr/,37.078802,36.237402
OSMANİYE İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Osmaniye İl Milli Eğitim Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 328 826 17 83,Yok,37.066419,36.232426
OSMANİYE İL MÜFTÜLÜĞÜ,İdari,Kamu,Osmaniye Müftülüğü,Dini dernekler,+90 328 812 10 92,https://osmaniye.diyanet.gov.tr/,37.073506,36.248708
OSMANİYE İL ÖZEL İDARESİ,İdari,Kamu,Osmaniye il Özel İdaresi Binası,"Belediyeler, Devlet Daireleri",Yok,Yok,37.065749,36.234792
OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Osmaniye İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 328 826 11 63,https://osmaniyeism.saglik.gov.tr/,37.082009,36.264548
OSMANİYE İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Osmaniye İl Gıda Tarım ve Hayvancılık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 328 814 11 76,http://osmaniye.tarim.gov.tr/,37.099428,36.245444
OSMANİYE KADİRLİ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kadirli Devlet Hastanesi,"Hastaneler, Acil yardım hizmeti",+90 328 717 77 77,Yok,37.345403,36.097569
OSMANİYE KATI ATIK BERTARAF VE ALTYAPI HİZMETLERİ MAHALLİ İDARELER BİRLİĞİ (OKAB),Hizmet Sektörü,Kamu,,,,,0.0,
OSMANİYE KORKUT ATA ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Osmaniye Korkut Ata Üniversitesi Rektörlük,Ortaokul,+90 328 825 10 02,Yok,37.037429,36.227149
OSMANİYE PTT BAŞMÜDÜRLÜĞÜ,Telekominikasyon,Kamu,,,,,0.0,
OSMANİYE SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Sosyal Güvenlik,Kamu,Osmaniye Sosyal Güvenlik İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 328 813 07 40,http://www.sgk.gov.tr/,37.087538,36.250316
OSMANİYE VALİLİĞİ,Kamu,Kamu,Osmaniye Valiliği,Devlet kurumları ve bakanlıklar,+90 328 825 07 07,http://osmaniye.gov.tr/,37.065904,36.232172
OSMANİYE YAĞLI TOHUMLAR ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,Yağlı Tohumlar Araştırma Enstitüsü Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 328 813 91 97,https://arastirma.tarimorman.gov.tr/osmaniyeytai,37.12581,36.202213
OSTİM ORGANİZE SANAYİ BÖLGESİ,Sanayi,Özel,OSTIM OSB Doğalgaz İşletme ve Bakım Müdürlüğü,"Yönetim ofisi, Konut servisleri kuruluşları",+90 312 385 50 90,http://ostimistihdam.com/,39.973782,32.745583
OSTİM TEKNİK ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Ostim Teknik Üniversitesi,Üniversiteler,+90 312 386 10 92,https://www.ostimteknik.edu.tr/,39.968802,32.743536
OTOSAY SİGORTA ARACILIK HİZMETLERİ LTD. ŞTİ.,Finansal Hizmetler,Özel,,,,,0.0,
OTSİMO BİLİŞİM A.Ş.,Bilişim,Özel,,,,,0.0,
OTTOMANS LIFE DELUXE HOTEL,Turizm,Özel,Ottoman's Life Hotel Deluxe,Otel,+90 212 533 36 36,https://www.ottomanslifedeluxe.com/,41.01411,28.942333
OVACIK KAYMAKAMLIĞI,İdari,Kamu,Ovacık Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 370 877 10 01,Yok,41.075032,32.91905
OVERSEM MEDYA BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ,Medya ve Bilişim,Özel,,,,,0.0,
OXXO,Diğer,Özel,Oxxo,Giyim mağazası,+90 212 249 42 63,https://www.oxxoshop.com/,41.034296,28.979087
OYAK ÇİMENTO BETON KAĞIT,İnşaat,Özel,Oyak Çimento Beton Kağıt Grubu,"Çimento firmaları, Beton ve beton ürünleri üreticileri",+90 312 220 02 90,https://www.oyakcimento.com/,39.909223,32.803357
ÖDEMİŞ KAYMAKAMLIĞI,Kamu,Kamu,Ödemiş Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 232 545 31 50,Yok,38.228836,27.974413
ÖDEMİŞ TİCARET ODASI,Ticaret,Özel,,,,,0.0,
ÖĞRETMEN YETİŞTİRME VE GELİŞTİRME GENEL MÜDÜRLÜĞÜ,Eğitim,Kamu,,,,,0.0,
"ÖLÇME, DEĞERLENDİRME VE SINAV HİZMETLERİ GENEL MÜDÜRLÜĞÜ",Eğitim,Kamu,Ölçme Değerlendirme Ve Sınav Hizmetleri Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 413 30 65,https://odsgm.meb.gov.tr/,39.934459,32.820561
ÖLÇSAN TEKNOLOJİ A.Ş.,Bilişim Teknolojileri,Özel,Ölçsan Teknoloji,Bilişim firmaları,+90 212 216 50 80,Yok,41.107778,29.032373
ÖMER FARUK AY SİGORTA ARACILIK HİZMETLERİ,Finansal Hizmetler,Özel,,,,,0.0,
ÖMERLİ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Ömerli Belediyesi,"Belediyeler, Devlet Daireleri",+90 482 541 31 61,Yok,37.403224,40.955361
ÖMERLİ İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ÖMERLİ KAYMAKAMLIĞI,Kamu,Kamu,Ömerli Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 482 541 31 02,Yok,37.403958,40.956575
ÖNCÜ OKUL YÖNETİCİLERİ DERNEĞİ,Eğitim,Özel,,,,,0.0,
ÖNDER İMAM HATİPLİLER DERNEĞİ,Sivil Toplum,Özel,Önder İmam Hatipliler Derneği,Sivil toplum kuruluşları,+90 212 521 19 58,Yok,41.015219,28.944311
ÖNDER KABLO SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Elektrik-Elektronik,Özel,Önder Kablo,Kablo firmaları,+90 212 886 75 77,Yok,41.074669,28.625982
ÖNDER KAYNAK MAKİNA VE MALZEMELERİ SAN. TİC. LTD. ŞTİ.,Makine ve Malzemeler,Özel,Önder Makina,Kaynak makinaları ve malzemeleri firmaları,+90 232 435 43 07,http://www.kaynakreyonu.com/,38.44326,27.190072
ÖZ EKİN PVC KOLLEKTÖR SANAYİ VE TİCARET LTD. ŞTİ.,Sanayi,Özel,,,,,0.0,
ÖZAK TURİZM TAŞIMACILIK İNŞAAT GIDA TEKS SAN VE TİC LTD. ŞTİ.,"Turizm, Taşımacılık, İnşaat, Gıda ve Tekstil",Özel,,,,,0.0,
ÖZALP BELEDİYE BAŞKANLIĞI,İdari,Kamu,Özalp Belediyesi,"Belediyeler, Devlet Daireleri",+90 432 712 20 25,http://www.ozalp.bel.tr/,38.656817,43.987807
ÖZALP İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,,,,,0.0,
ÖZALP KAYMAKAMLIĞI,Kamu,Kamu,Özalp Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 432 712 21 25,http://ozalp.gov.tr/,38.656091,43.98976
ÖZBELSAN ANONİM ŞİRKETİ,Havacılık ve Savunma,Özel,Özbelsan,İnşaat makinaları ve ekipmanları,+90 326 211 34 51,http://ozbelsan.com.tr/,39.750993,37.016584
ÖZEL CANAYAKIN ANAOKULU,Eğitim,Özel,Yeni Gün Anaokulu,"Anaokulları, Özel okul",+90 312 473 55 85,http://canayakinanaokulu.k12.tr/,39.883272,32.81476
ÖZEL GEBZE HASTANESİ SAĞLIK HİZMETLERİ A.Ş.,Sağlık,Özel,,,,,0.0,
ÖZEL İLK EVİN ÖZEL EĞİTİM VE REHABİLİTASYON MERKEZİŞ,Eğitim,Özel,,,,,0.0,
ÖZEL İŞ TORNA KALIP VE KAUÇUK SAN.TİC.LTD.ŞTİ,Sanayi,Özel,Özel İş Torna Kalıp ve Kauçuk,"Metal işleme ekipmanları, Sanayi kuruluşu",+90 532 494 99 97,Yok,39.70085,30.717348
ÖZEL ÖZGÜR BİREYLER ÖZEL EĞİTİM VE REHABİLİTASYON MERKEZİ,Sosyal Hizmet,Özel,Özel Özgür Bireyler Özel Eğitim ve Rehabilitasyon Merkezi,"Tıbbi rehabilitasyon merkezleri, Sosyal rehabilitasyon merkezi",+90 312 329 00 72,Yok,40.042789,32.841308
ÖZEN KALIP,Hizmet,Özel,Özen Kalıp,Sanayi kuruluşu,+90 542 723 32 74,https://www.ozenkalipmakine.com/,39.728634,30.619474
ÖZGÜN ISLAK HACİM EKİPMANLARI MÜHENDİSLİK İNŞAAT TAAHHÜT TİCARET LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
ÖZKAN GÜNEŞ ENERJİ SİSTEMLERİ SANAYİ VE TİC.LTD.ŞTİ.,Enerji,Özel,Özkan Güneş Enerji Sistemleri,"Enerji ekipmanı firmaları, Su ısıtma cihazları, Kazan ve kazan ekipmanları",+90 352 321 34 38,http://www.ozkanenerji.com/,38.732237,35.371695
ÖZKANLAR METAL DEMİR ÇELİK ENDÜSTRİSİ ANONİM ŞİRKETİ,Hassas Metal Üretimi,Özel,Özkan Demir Çelik A.Ş.,"Metalurji, Metalürji firmaları",+90 232 625 15 15,http://www.ozkansteel.com/,38.737291,26.950696
ÖZMEN GIDA NAKLİYE DAMPER SANAYİ VE TİCARET LTD. ŞTİ.,Gıda ve Nakliye,Özel,,,,,0.0,
PAKSAN MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKETİ,Makina ve Sanayi,Özel,Paksan Makina,Otomobil parçaları imalatı,+90 212 550 57 00,http://www.paksan.com.tr/,41.021775,28.821878
PAKTEN SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,Tıbbi Cihaz ve Malzeme,Özel,Pakten Sağlık Ürünleri,"Medikal ürün firmaları, Medikal cihaz firmaları",+90 342 337 45 50,http://www.pakten.com/,37.164066,37.302402
PALANDÖKEN KAYMAKAMLIĞI,Kamu,Kamu,Palandöken Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 442 233 55 00,http://palandoken.gov.tr/,39.903846,41.262205
PALOMA HOTELS,Turizm,Özel,Polomo Hotels,Otel,+90 242 341 40 75,http://www.palomahotels.com/,36.914023,30.778196
PAMUKKALE BELEDİYE BAŞKANLIĞI,İdari,Kamu,Pamukkale Belediyesi,"Belediyeler, Devlet Daireleri",444 92 20,https://www.pamukkale.bel.tr/,37.762248,29.101487
PAMUKKALE ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Rektörlük,Ortaokul,Yok,Yok,37.74311,29.107102
PAMUKOVA KAYMAKAMLIĞI,Kamu,Kamu,Pamukova Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 264 551 30 01,http://www.pamukova.gov.tr/,40.505581,30.155799
PANDORA X YAZILIM STÜDYOLARI,Bilişim,Özel,Pandora,"Kuyumcular, Tasarım stüdyoları",+7 (727) 355-22-38,https://pandora.kz/,43.26362,76.929236
PANTOS LOJİSTİK VE TİCARET LİMİTED ŞİRKETİ,Lojistik,Özel,Lx Pantos Turkey Lojistik ve Ticaret Limited Şirketi,Lojistik firmaları,+90 212 236 32 52,http://www.pantos.com/,41.069006,28.99199
PANTUR TURİZM VE TİCARET A.Ş.,Turizm,Özel,,,,,0.0,
PAPILLON HOTELS,Turizm,Özel,Papillon Belvil,Otel,+90 242 710 10 10,https://papillon.com.tr/tr/papillon-belvil/,36.857303,31.019015
PARGETA YAPI A.Ş.,İnşaat,Özel,Pargeta Mobilya,"Mobilya fabrikaları, Büro mobilyaları",+90 212 886 54 54,http://www.pargeta.com/,41.037387,28.625669
PARK CAM A.Ş.,Şirketler,Özel,,,,,0.0,
PARK HOLDİNG A.Ş.,Hizmet sektörü,Özel,,,,,0.0,
PARKER INTERNATIONAL TURKEY,Hidrolik Sistemler,Özel,Parker International Turkey,"Otel malzemeleri ve ekipmanları, Sanayi kuruluşu",+90 850 339 41 09,https://www.parkerinternational.com/,40.828326,29.574164
PASİNLER BELEDİYE BAŞKANLIĞI,İdari,Kamu,Pasinler Belediyesi,"Belediyeler, Devlet Daireleri",+90 442 661 35 01,Yok,39.978984,41.673934
PASİNLER KAYMAKAMLIĞI,Kamu,Kamu,Pasinler Kaymakamlığı,"Belediyeler, Devlet Daireleri",Yok,Yok,39.974593,41.673195
PAŞA 35 İNŞAAT GIDA TURİZM ISITMA SOĞUTMA LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
PATERA REKLAM VE. BİLİŞİM HİZMETLERİ SAN. TİC. LTD. ŞTİ.,Hizmet sektörü,Özel,,,,,0.0,
PATNOS BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Patnos Belediyesi,"Belediyeler, Devlet Daireleri",+90 472 616 11 28,Yok,39.240631,42.860978
PATNOS KAYMAKAMLIĞI,Kamu,Kamu,,,,,0.0,
PAVEMA PATENT VE MARKA HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,Hukuk,Özel,Pavema Patent Ve Marka Hizmetleri,Danışmanlık hizmetleri,+90 212 212 42 12,Yok,41.068093,29.000106
PAVOTEK TASARIM ÜRETİM ELEKTRONİK TİCARET ANONİM ŞİRKETİ,Elektronik,Özel,,,,,0.0,
PAX TEKNOLOJİ,Bilişim Teknolojileri,Özel,Pax Türkiye,Yazılım firmaları,+90 212 270 89 00,http://www.paxturkiye.com/,41.109671,29.022078
PAYAS BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Payas Belediyesi,"Belediyeler, Devlet Daireleri",+90 326 755 78 00,Yok,36.75755,36.215883
PAZAR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Pazar Belediyesi,"Belediyeler, Devlet Daireleri",+90 464 612 11 30,http://www.pazar.bel.tr/tr/,41.179804,40.890414
PAZAR İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
PAZARCIK KAYMAKAMLIĞI,Hizmet,Kamu,Pazarcık Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 344 311 40 03,http://www.pazarcik.gov.tr/,37.489519,37.293831
PAZARLAR BELEDİYE BAŞKANLIĞI,Hizmet,Kamu,Pazarlar Belediyesi,"Belediyeler, Devlet Daireleri",+90 274 571 20 02,http://www.pazarlar.bel.tr/,38.99477,29.12289
PAZARLAR KAYMAKAMLIĞI,Hizmet,Kamu,Pazarlar Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 274 571 23 13,http://www.pazarlar.gov.tr/,38.995747,29.11985
PAZARYOLU KAYMAKAMLIĞI,Kamu,Kamu,Pazaryolu Kaymakamlığı,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 442 481 22 50,http://pazaryolu.gov.tr/,40.414328,40.773664
PEGASUS EVCİL HAYVAN KLİNİĞİ,Tıbbi Hizmet,Özel,,,,,0.0,
PEHLİVANKÖY TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,,,,,0.0,
PENDİK BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Pendik Belediyesi,"Belediyeler, Devlet Daireleri",444 81 80,Yok,40.891583,29.26464
PENDİK KAYMAKAMLIĞI,Kamu,Kamu,Pendik Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 216 657 02 04,http://www.pendik.gov.tr/,40.882556,29.244815
PEPTEAM BİLİŞİM ANONİM ŞİRKETİ,Bilişim,Özel,Pepteam Bilişim,Yazılım firmaları,+90 534 608 03 47,https://pepteam.com.tr/,39.92133,32.798725
PERA PALACE HOTEL,Turizm,Özel,Pera Palace Hotel,Otel,+90 212 377 40 00,https://perapalace.com/en,41.031,28.973588
PERŞEMBE BELEDİYE BAŞKANLIĞI (ORDU),İdari,Kamu,Perşembe Belediyesi,"Belediyeler, Devlet Daireleri",+90 452 517 11 03,Yok,41.066196,37.773236
PERŞEMBE BELEDİYE BAŞKANLIĞI (ZONGULDAK),İdari,Kamu,Perşembe Belediye,"Belediyeler, Devlet Daireleri",+90 372 638 40 25,Yok,41.419591,32.153782
PERŞEMBE KAYMAKAMLIĞI,İdari,Kamu,Perşembe Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 452 517 10 01,http://persembe.gov.tr/,41.063022,37.775136
PERVAN MAKİNE VE METAL SAN. TİC. LTD. ŞTİ.,Makine ve Metal,Özel,,,,,0.0,
PHASELİS KAZISI,Kamu,Kamu,Phasellis Antik Kenti,"Müzeler ve sanat galerileri, Kültür ve eğlence parkları",+90 242 821 45 06,http://www.phaselis.org/,36.524098,30.552156
PICTOGRAM ANİMASYON LTD. ŞTİ.,Hizmet sektörü,Özel,Pictogram Animasyon,Tasarım stüdyoları,+90 216 557 80 65,Yok,41.045326,29.076993
PINARBAŞI İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Pınarbaşı İlçe Hastanesi,Hastaneler,+90 352 512 10 30,http://pinarbasidh.saglik.gov.tr/,38.721912,36.388576
PINARBAŞI KAYMAKAMLIĞI,Kamu,Kamu,Pınarbaşı Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 366 771 21 64,http://pinarbasi.gov.tr/,41.603857,33.110721
PINARHİSAR MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Kırklareli Üniversitesi Pınarhisar Meslek Yüksekokulu,Meslek yüksekokulu,+90 288 615 33 03,Yok,41.624191,27.533106
PINARHİSAR TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,Kırklareli Pınarhisar Toplum Sağlığı Merkezi,Poliklinikler,+90 288 615 15 16,Yok,41.620526,27.525899
PİA GRUP,Şirketin faaliyet alanı,Özel,,,,,0.0,
PİRAZİZ TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,,,,,0.0,
PİTON AR-GE VE YAZILIM EVİ,Yazılım,Özel,Piton Ar-Ge ve Yazılım Evi,"Yazılım firmaları, Bilişim firmaları, Ar-Ge şirketleri",+90 222 222 12 34,http://www.piton.com.tr/,39.746867,30.474148
PLASFORM PLASTİK VE METAL ENDÜSTRİ A.Ş.,Hammadde ve Malzemeler,Özel,,,,,0.0,
PLASTİFORM PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,Sanayi,Özel,Plastiform,"Tekstil fabrikaları, Otomobil parçaları imalatı",+90 224 714 93 74,Yok,40.094401,29.505238
PLATO TURİZM VE OTELCİLİK A.Ş.,Turizm,Özel,,,,,0.0,
POINT HOTEL TAKSİM,Turizm,Özel,Point Hotel Taksim,Otel,+90 212 313 50 00,https://www.pointhotel.com/point-hotel-taksim,41.040706,28.985819
POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.,Tarım,Özel,,,,,0.0,
POLAT GROUP HOLDİNG,İnşaat,Özel,Polat Group Holding,Sanayi kuruluşu,+90 256 231 04 70,https://www.polatgroup.com.tr/,37.842931,27.88213
POLATLI AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
POLATLI KAYMAKAMLIĞI,Kamu,Kamu,Polatlı Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 312 621 35 10,http://www.polatli.gov.tr/,39.58,32.132
POLATLI TARIM İŞLETMESİ MÜDÜRLÜĞÜ,Tarım,Kamu,Polatlı Tarım İşletmesi Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 632 20 20,Yok,39.153836,32.128303
POLIDAY İNŞAAT VE TURİZM SANAYİ VE TİCARET A.Ş.- TASIGO HOTEL,Turizm,Özel,,,,,0.0,
POLİTAŞ AMBALAJ MALZEMELERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Maddi ve Manevi Varlıkların Temel İmalat Sanayii,Özel,Politaş Ambalaj,Paketleme ekipmanları firmaları,+90 212 553 82 74,http://www.politasambalaj.com/,41.085604,28.80037
POLİTEKNİK ELEKTRONİK SANAYİ VE TİCARET LTD. ŞTİ.,Elektronik Sanayi,Özel,Politeknik Elektronik,"Otomasyon sistemleri firmaları, Otomat makinaları firmaları, Güvenlik ve alarm sistemleri",+90 232 264 26 26,http://www.politeknik.com.tr/,38.385673,27.133972
POLİYA POLİESTER SAN. VE TİC. LTD. ŞTİ.,Kimya ve Plastik,Özel,Poliya,Endüstriyel tasarımcılar,+90 212 509 31 90,http://poliya.com/,40.99602,28.715284
POLYAR ÇELİK YAPI İNŞAAT MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.,İnşaat,Özel,Polyar Makine,Sanayi kuruluşu,+90 322 428 57 90,Yok,36.979383,35.257973
PONTE LOJİSTİK SANAYİ VE TİCARET LTD. ŞTİ.,Lojistik,Özel,Ponte Gümrük & Lojistik,Lojistik firmaları,+90 532 136 82 75,Yok,38.439105,27.14399
POSOF BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Posof Belediyesi,"Belediyeler, Devlet Daireleri",+90 478 511 20 15,Yok,41.508497,42.728368
POSOF İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Posof Devlet Hastanesi,Hastaneler,+90 478 511 20 85,Yok,41.508208,42.728245
POSOF KAYMAKAMLIĞI,Kamu,Kamu,Posof Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 478 511 20 03,http://www.posof.gov.tr/,41.509147,42.727587
POSTA VE TELGRAF TEŞKİLATI (PTT) A.Ş. GENEL MÜDÜRLÜĞÜ,Hizmet,Kamu,,,,,0.0,
POW GAMES,Bilişim,Özel,,,,,0.0,
POYKIR SİGORTA ARACILIK HİZMETLERİ LTD. ŞTİ.,Finansal Hizmetler,Özel,,,,,0.0,
POZANTI BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Pozantı Belediyesi,"Belediyeler, Devlet Daireleri",+90 322 581 30 28,https://www.pozanti.bel.tr/,37.422059,34.872113
POZANTI TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,Pozantı Toplum Sağlığı Merkezi,"Tıp merkezleri ve klinikler, Hastaneler",Yok,Yok,37.421591,34.871755
POZİTİF İŞ GÜVENLİĞİ SAĞLIK EĞİTİM HİZ. TİC. LTD. ŞTİ.,Hizmet sektörü,Özel,Pozitif İş Güvenliği Sağlık Eğitim Hiz,Yönetim ofisi,+90 228 212 85 05,http://pozitif-osgb.com/,40.157266,29.977551
PRAGMASOFT,Bilişim,Özel,,,,,0.0,
PREFİ PREFABRİK YAPI A.Ş.,İnşaat,Özel,Prefi Prefabrik Yapı,"Prefabrik binalar, Yapı Mağazası, İnşaat firmaları",+90 312 815 49 79,https://www.prefi.com.tr/,40.074304,32.610906
PRİME TURKEY GIDA A.Ş.,Gıda,Özel,Prime Turkey Gıda Aş Privegi,"Gıda Üreticileri, Sanayi kuruluşu",+90 266 714 00 98,Yok,40.341493,27.972347
PRİMEFOR TEKNOLOJİ A.Ş.,Teknoloji,Özel,Prime Sistem Teknoloji A. Ş. Libadiye Bölge Ofisi,Bilişim firmaları,+90 850 474 00 96,https://primeteknoloji.com.tr/,41.006678,29.075146
PRODAK ELEKTRONİK YAZILIM İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,Bilişim ve İletişim Teknolojileri,Özel,,,,,0.0,
